,runtime,director,writer,actors
100,1h 53m,['Allen Coulter'],['Will Fetters'],"[' (Tyler Hawkins)', ' (Ally Craig)', ' (Charles Hawkins)', ' (Diane Hirsch)', ' (Neil Craig)', ' (Caroline Hawkins)', ' (Les Hirsch)', ' (Aidan Hall)', ' (Janine)']"
101,1h 47m,['Kevin Smith'],"['Mark Cullen', 'Robb Cullen']","[' (Jimmy Monroe)', ' (Paul Hodges)', ' (Dave)', ' (Gabriela)', ' (Barry Mangold)', ' (Hunsaker)', ' (Poh Boy)', ' (Debbie)', ' (Ava)']"
102,1h 54m,['Zülfü Livaneli'],[],"[' (Mustafa Kemal Atatürk (25-45 yaş) / Ali Rıza Efendi)', ' (Salih Bozok (30-57 yaş))', ' (Zübeyde Hanım)', ' (Latife Hanım)', ' (Fikriye Hanım)', ' (Kazım Karabekir)', ' (Okul Müdürü)', ' (Mustafa Kemal Atatürk (57 yaş))', ' (Mustafa Kemal Atatürk (6-7 yaş))']"
103,1h 41m,['Breck Eisner'],[],"[' (David)', ' (Judy)', ' (Russell)', ' (Becca)', ' (Pvt. Billy Babcock)', ' (Intelligence Officer)', ' (Travis Quinn)', ' (Woman on Bike)', ' (Deardra Farnum)']"
104,2h 34m,['Guillaume Canet'],['Guillaume Canet'],"[' (Max Cantara)', ' (Marie)', ' (Vincent Ribaud)', ' (Eric)', ' (Ludo)', ' (Véronique Cantara)', ' (Jean-Louis)', ' (Antoine)', ' (Isabelle Ribaud)']"
105,1h 32m,['Pierre Morel'],['Luc Besson'],"[' (Charlie Wax)', ' (James Reece)', ' (Caroline)', ' (Ambassador Bennington)', ' (M. Wong)', ' (Nichole)', ' (Foreign Minister)', ' (The Thug)', ' (Rashid)']"
106,1h 38m,"['Peter Spierig', 'Michael Spierig']",[],"[' (Edward Dalton)', ' (Charles Bromley)', "" (Lionel 'Elvis' Cormac)"", ' (Audrey Bennett)', ' (Alison Bromley)', ' (Christopher Caruso)', ' (Senator Turner)', ' (Frankie Dalton)', ' (Lisa Barrett)']"
107,1h 28m,"['Ben Gluck', 'Anthony Bell']",['Ben Gluck'],"[' (Humphrey (voice))', ' (Kate (voice))', ' (Tony (voice))', ' (Winston (voice))', ' (Marcel (voice))', ' (Paddy / Mooch (voice))', ' (Eve (voice))', ' (Garth (voice))', ' (Shakey (voice))']"
108,1h 41m,"['Will Speck', 'Josh Gordon']",[],"[' (Kassie Larson)', ' (Wally Mars)', ' (Roland)', ' (Sebastian)', ' (Leonard)', ' (Debbie)', ' (Knit Hat Guy)', ' (Artie)', ' (Declan)']"
109,2h 11m,['Takashi Yamazaki'],[],"[' (Susumu Kodai)', ' (Yuki Mori)', ' (Shirō Sanada)', ' (Daisuke Shima)', ' (Hajime Saito)', ' (Mamoru Kodai)', ' (Aihara)', ' (Doctor Sado)', ' (Hikozaemon Tokugawa)']"
110,1h 44m,['Jim Field Smith'],[],"[' (Kirk Kettner)', ' (Molly McCleish)', ' (Stainer)', ' (Devon)', ' (Jack)', ' (Marnie)', ' (Patty)', ' (Katie McCleish)', ' (Cam)']"
111,1h 32m,['Neil LaBute'],['Dean Craig'],"[' (Aaron)', ' (Ryan)', ' (Elaine)', ' (Norman)', ' (Michelle)', ' (Oscar)', ' (Derek)', ' (Jeff)', ' (Frank)']"
112,2h 1m,['James L. Brooks'],['James L. Brooks'],"[' (Lisa Jorgenson)', ' (George)', ' (Manny)', ' (Charles)', ' (Annie)', ' (Coach Sally)', ' (Terry)', ' (Psychiatrist)', ' (Ron)']"
113,1h 39m,['Burr Steers'],"['Lewis Colick', 'Craig Pearce']","[' (Charlie St. Cloud)', ' (Sam St. Cloud)', ' (Tess Carroll)', ' (Alistair Wooley)', ' (Tink Weatherbee)', ' (Louise St. Cloud)', ' (Florio Ferrente)', ' (Sully)', ' (Connors)']"
114,1h 45m,['Pascal Chaumeil'],"['Laurent Zeitoun', 'Yohan Gromb', 'Jeremy Doner']","[' (Alex Lippi)', ' (Juliette Van Der Beck)', ' (Mélanie)', ' (Marc)', ' (Jonathan Alcott)', ' (Sophie)', ' (Van Der Beck)', ' (Dutour)', ' (Goran)']"
115,1h 53m,['Edgar Wright'],[],"[' (Scott Pilgrim)', ' (Ramona Flowers)', ' (Knives Chau)', ' (Wallace Wells)', ' (Kim Pine)', ' (Stephen Stills)', ' (Young Neil)', ' (Gideon Graves)', ' (Stacey Pilgrim)']"
116,1h 42m,['Luca Miniero'],[],"[' (Alberto Colombo)', ' (Mattia Volpe)', ' (Silvia Colombo)', ' (Maria Flagello)', ' (Costabile Piccolo)', ' (Vigile urbano)', ' (Mamma di Mattia)', ' (Scapece)', ' (Centauro)']"
117,1h 45m,"['Robert Rodriguez', 'Ethan Maniquis']",[],"[' (Machete)', ' (Luz)', ' (Sartana Rivera)', ' (Senator John McLaughlin)', ' (Rogelio Torrez)', ' (Padre Cortez)', ' (April Booth)', ' (Nurse Mona)', ' (Nurse Lisa)']"
118,1h 47m,['Tetsuya Nakashima'],['Tetsuya Nakashima'],"[' (Yuko Moriguchi)', ' (Yoshiteru Terada)', "" (Naoki's Mother)"", ' (Shuya Watanabe)', ' (Naoki Shimomura)', ' (Mizuki Kitahara)', ' (Yusuke Hoshino)', ' (Yuma Maekawa)', ' (Runa Miura)']"
119,1h 59m,['Lee Jeong-beom'],['Lee Jeong-beom'],"[' (Cha Tae-sik)', ' (Jeong So-mi)', ' (Kim Chi-gon)', ' (Man-seok)', ' (Jong-seok)', ' (Detective No)', ' (Ramrowan)', ' (Hyo-jeong)', ' (Oh Myung-gyu)']"
120,2h,['Xavier Beauvois'],"['Xavier Beauvois', 'Étienne Comar']","[' (Christian)', ' (Luc)', ' (Christophe)', ' (Célestin)', ' (Amédée)', ' (Jean-Pierre)', ' (Michel)', ' (Paul)', ' (Nouredine)']"
121,1h 27m,['Taika Waititi'],['Taika Waititi'],"[' (Boy)', ' (Rocky)', ' (Alamein)', ' (Dynasty)', ' (Kelly)', ' (Chardonnay)', ' (Dallas)', ' (Murray)', ' (Tane)']"
122,1h 31m,['Mark Steven Johnson'],"['David Diamond', 'David Weissman']","[' (Beth Harper)', ' (Nick Beamon)', ' (Celeste)', ' (Al Russo)', ' (Antonio)', ' (Lance)', ' (Gale)', ' (Joan Harper)', ' (Stacy)']"
123,2h 45m,['Karan Johar'],['Shibani Bathija'],"[' (Rizwan Khan)', ' (Mandira Rathod Khan)', ' (Sameer ""Sam"" Rathod Khan)', ' (Zakir Khan)', ' (Hasina Khan)', ' (Razia Khan)', ' (Rizwan (15 years old))', ' (Rizwan (Young Child))', ' (Young Sameer ""Sam"" Rathod)']"
124,1h 42m,['Nanette Burstein'],['Geoff LaTulippe'],"[' (Erin Rankin Langford)', ' (Garrett Scully)', ' (Dan Grant)', ' (Box Saunders)', ' (Corrine Berlin)', ' (Will Broderick)', ' (Brandy)', ' (Brianna Jutsum)', ' (Damon)']"
125,2h 14m,['Tyler Perry'],[],"[' (Crystal / Brown)', ' (Jo / Red)', ' (Juanita / Green)', ' (Tangie / Orange)', ' (Yasmine / Yellow)', ' (Kelly / Blue)', ' (Nyla / Purple)', ' (Gilda)', ' (Alice / White)']"
126,1h 43m,['Yasuichiro Yamamoto'],['Kazunari Kouchi'],"[' (Conan Edogawa (voice))', ' (Shinichi Kudo / Kaito Kid (voice))', ' (Ran Mouri (voice))', ' (Kogoro Mouri (voice))', ' (Ai Haibara (voice))', ' (Ayumi Yoshida (voice))', ' (Mitsuhiko Tsuburaya (voice))', ' (Genta Kojima / Wataru Takagi (voice))', ' (Hiroshi Agasa (voice))']"
127,1h 57m,['Jang Hoon'],['Jang Min-seok'],"[' (Lee Han-kyu)', ' (Song Ji-won)', ' (Shadow)', ' (Go Kyung-nam)', ' (Son Tae-soon)', ' (National Intelligence Deputy)', ' (Ji Myung-hoon)', ' (Kim Sung-hak)', ' (Seong-chul)']"
128,1h 32m,['Roger Kumble'],"['Michael Carnes', 'Josh Gilbert']","[' (Dan Sanders)', ' (Tammy Sanders)', ' (Neal Lyman)', ' (Tyler Sanders)', ' (Felder)', ' (Amber)', ' (Frank)', ' (Cheese)', ' (Gus)']"
129,1h 38m,['Woody Allen'],['Woody Allen'],"[' (Greg)', ' (Roy)', ' (Alfie)', ' (Helena Shepridge)', ' (Dia)', ' (Charmaine)', ' (Sally)', ' (Cristal)', ' (Jogging Partner)']"
130,12m,['Marie Ullrich'],[],[]
131,1h 38m,['George Tillman Jr.'],"['Tony Gayton', 'Joe Gayton']","[' (Driver)', ' (Cop)', ' (Killer)', ' (Lily)', ' (Cicero)', ' (Warden)', "" (Driver's Brother)"", ' (Cohort #2)', ' (Cohort #1)']"
132,1h 46m,['Lisa Cholodenko'],"['Lisa Cholodenko', 'Stuart Blumberg']","[' (Jules)', ' (Nic)', ' (Paul)', ' (Joni)', ' (Laser)', ' (Tanya)', ' (Jai)', ' (Clay)', ' (Sasha)']"
133,1h 45m,['Luc Besson'],[],"[' (Adèle Blanc-Sec)', ' (Dieuleveult)', ' (Inspecteur Caponi)', ' (Justin de Saint-Hubert)', ' (Marie-Joseph Espérandieu)', ' (Professeur Ménard)', ' (Andrej Zborowski)', ' (Agathe Blanc-Sec)', ' (Président Armand Fallières)']"
134,1h 39m,['Fabien Onteniente'],[],"[' (Patrick Chirac)', ' (Jean-Pierre Savelli)', ' (Sophie Gatineau)', ' (Paul Gatineau)', ' (Jacky Pic)', ' (Laurette Pic)', ' (Madame Chatel)', ' (La femme du patron de la boutique de surf)', ' (Valérie)']"
135,1h 41m,['Luc Besson'],"['Luc Besson', 'Céline Garcia']","[' (Arthur Montgomery)', ' (Granny)', ' (Armand)', ' (Rose Montgomery)', ' (The Mechanic)', ' (Douglas)', ' (Simon)', ' (Brad)', ' (George Lucas)']"
136,1h 40m,['Anand Tucker'],"['Deborah Kaplan', 'Harry Elfont']","[' (Anna Brady)', ' (Declan)', ' (Jeremy)', ' (Jack Brady)', ' (Seamus)', ' (Frank)', ' (Donal)', ' (Joe)', ' (Priest)']"
137,1h 45m,['Andy Fickman'],['Moe Jelline'],"[' (Marni)', ' (Gail)', ' (Ramona)', ' (Joanna)', ' (Mark)', ' (Grandma Bunny)', ' (Will)', ' (Georgia)', ' (Charlie)']"
138,2h 47m,['Prakash Jha'],"['Prakash Jha', 'Anjum Rajabali']","[' (Sooraj Kumar)', ' (Samar Pratap)', "" (Veerendra 'Veeru' B. Pratap)"", ' (Indu R. Sakseria / Indu P. Pratap)', "" (Prithviraj 'Prithvi' C. Pratap)"", ' (Brij Gopal)', ' (Bhaskar Sanyal)', ' (Sarah)', ' (Ramnath Rai)']"
139,1h 37m,['Sylvain White'],[],"[' (Clay)', ' (Aisha)', ' (Jensen)', ' (Roque)', ' (Pooch)', ' (Cougar)', ' (Max)', ' (Wade)', ' (Vikram)']"
140,1h 7m,['Bob Nelson'],['Bob Nelson'],"[' (Kyle Broughnam)', ' (Atzi Olin)', ' (Colonel Charloette Lene)', ' (Captain Bill Williams)']"
141,1h 56m,['Fuminori Kaneko'],[],"[' (Unoshin Mizuno)', ' (Yoshimune Tokugawa)', ' (Onobu)', ' (Tsuroka)', ' (Kakiten)', ' (Matsushima)', ' (Yorinobu Mizuno)', ' (Hisamichi Kanou)', ' (Sugishita)']"
142,1h 45m,['Andrew Lau Wai-Keung'],['Gordon Chan'],"[' (Chen Zhen)', ' (Kiki)', ' (Huang)', ' (Liu Yutian)', ' (Chikaraishis Vater)', ' (General Zeng)', ' (Colonel Chikaraishi)', ' (Weiwei)', ' (Qi Zhishan)']"
143,1h 43m,['Elizabeth Allen Rosenbaum'],[],"[' (Ramona Quimby)', ' (Beezus Quimby)', ' (Robert Quimby)', ' (Dorothy Quimby)', ' (Aunt Bea)', ' (Hobart Kemp)', ' (Mrs. Meacham)', ' (Henry Huggins)', ' (Susan)']"
144,1h 56m,['Matt Reeves'],[],"[' (Owen)', ' (Abby)', ' (The Father)', ' (The Policeman)', ' (Virginia)', ' (Larry)', ' (Kenny)', ' (Mark)', ' (Donald)']"
145,1h 48m,['Doug Liman'],[],"[' (Valerie Plame)', ' (Joseph Wilson)', ' (Sam Plame)', ' (Bill)', ' (Jack)', ' (Jim Pavitt)', ' (Scooter Libby)', ' (Paul)', ' (Dr. Zahraa)']"
146,1h 55m,['Roselyne Bosch'],[],"[' (Dr. David Sheinbaum)', ' (Annette Monod)', ' (Schmuel Weismann)', ' (Sura Weismann)', ' (Bella Zygler)', ' (Jo Weismann)', ' (Simon Zygler)', "" (Noé 'Nono' Zygler)"", "" (Noé 'Nono' Zygler)""]"
147,1h 55m,['Roselyne Bosch'],[],"[' (Dr. David Sheinbaum)', ' (Annette Monod)', ' (Schmuel Weismann)', ' (Sura Weismann)', ' (Bella Zygler)', ' (Jo Weismann)', ' (Simon Zygler)', "" (Noé 'Nono' Zygler)"", "" (Noé 'Nono' Zygler)""]"
148,2h 28m,['Alejandro González Iñárritu'],[],"[' (Uxbal)', ' (Marambra)', ' (Ana)', ' (Mateo)', ' (Tito)', ' (Ekweme)', ' (Ige)', ' (Hai)', ' (Liwei)']"
149,1h 29m,"['Aleksandr Voytinskiy', 'Timur Bekmambetov', 'Dmitry Kiselev', 'Alexander Andryuschenko', 'Yaroslav Chevazhevsky', 'Ignas Jonynas']","['Roman Nepomnyashchiy', 'Givi Shavgulidze', 'Alexey Fedorov']","[' (Boris)', ' (Evgeniy)', ' (herself)', ' (Olya)', ' (Kolyan/Dimon)', ' (Lena)', ' ()', ' (Valeriy Sinitsyn)', ' (Yuliya)']"
150,1h 51m,['Gilles Paquet-Brenner'],[],"[' (Julia Jarmond)', ' (Sarah Starzynski, child)', ' (Jules Dufaure)', ' (Bertrand Tezac)', ' (Edouard Tezac)', ' (Genneviève Dufaure)', ' (Rywka Starzynski)', ' (Mamé Tezac)', ' (William Rainsferd)']"
151,1h 39m,['Erik White'],"['Erik White', 'Abdul Williams']","[' (Kevin Carson)', ' (Benny)', ' (Stacie)', ' (Grandma)', ' (Nikki Swayze)', ' (Mr. Washington)', ' (Sweet Tee)', ' (Jimmy the Driver)', ' (Reverend Taylor)']"
152,2h 13m,['Hiroaki Matsuyama'],['Shinobu Kaitani'],"[' (Kanzaki Nao)', ' (Akiyama Shinichi)', ' (Yukina Takeda)', ' (Eri Samukukwon)', ' (Arata Sendo)', ' (Yuji Fukunaga)', ' (Jiro Nishida)', ' (Mai Sakamaki)', ' (Koichi Eto)']"
153,2h 13m,['Peter Weir'],[],"[' (Mr. Smith)', ' (Janusz Wieszczek)', ' (Irena Zielińska)', ' (Valka)', ' (Andrei Khabarov)', ' (Andrejs Voss)', ' (Andrei)', ' (Zoran)', "" (Janusz's Wife, 1939)""]"
154,1h 59m,['Kevin Chu'],[],"[' (Wu Di)', ' (Wu Di)', ' (Wu Di)', ' (Yang Guo)', ' (Fu Dong-Dang)', ' (White Phoenix)', ' (The Waiter)', ' (Red Phoenix)', ' ()']"
155,1h 53m,['Zhang Yimou'],"['Yin Lichuan', 'Gu Xiaobai', 'A Mei']","[' (Mr. Zhang)', ' (Mr. Luo)', ' (Jing)', ' (Auntie)', ' (Huanhuan)', ' (Lin)', ' (Sun)', ' (Fang)', ' (Eldest Brother)']"
156,1h 35m,['Togan Gökbakar'],"['Togan Gökbakar', 'Serkan Altuniğne', 'Şahan Gökbakar', 'Can Ali Sabuncu']","[' (Recep İvedik)', ' (Zeynep)', ' (Karate Master)', ' (Psikolog)', ' (Kuaför Sezai)', ' ()']"
157,2h 19m,['Lee Sang-il'],[],"[' (Mitsuyo)', ' (Shimizu)', ' (Keigo Masuo)', ' (Yoshino Ishibashi)', ' (Keiji Sano)', ' (Norio Kubo)', ' (Norio Yajima)', ' (Yoriko Shimizu)', ' (Katsuji Shimizu)']"
158,1h 55m,['Carlo Verdone'],"['Carlo Verdone', 'Pasquale Plastino', 'Francesca Marciano']","[' (Carlo Mascolo)', ' (Lara Vasilescu)', ' (Elisa Draghi)', ' (Bea Mascolo)', ' (Luigi Mascolo)', ' (Alberto Mascolo)', ' (Aida)', ' (Eva)', ' (Hakira)']"
159,2h 42m,['Kang Woo-suk'],[],"[' (Ryoo Hae-gook)', ' (Cheon Yong-deok)', ' (Park Min-wook)', ' (Lee Yeong-ji)', ' (Ha Seong-gyoo)', ' (Kim Deok-cheon)', ' (Jeon Seok-Man)', ' (Ryoo Mok-hyeong)', ' (Chief Prosecutor)']"
160,1h 57m,['Richard Berry'],[],"[' (Charly Matteï)', ' (Tony Zacchia)', ' (Marie Goldman)', ' (Martin Beaudinard)', ' (Pistachio)', ' (Aurelio Rampoli)', ' (Mrs. Fontarosa)', ' (Eva Matteï)', ' (Anatole Matteï)']"
161,1h 40m,['Sanaa Hamri'],[],"[' (Leslie Wright)', ' (Scott McKnight)', ' (Morgan Alexander)', ' (Lloyd Wright)', ' (Ella McKnight)', ' (Janice Wright)', ' (Mark Matthews)', ' (Angelo Bembre)', ' (Nelson Kaspian)']"
162,1h 48m,['Wes Craven'],['Wes Craven'],"[' (Bug)', ' (Alex)', ' (Jerome)', ' (Penelope)', ' (Brandon)', ' (Brittany)', ' (Fang)', ' (Jay)', ' (Jeanne-Baptiste)']"
163,1h 43m,['Rick Famuyiwa'],"['Rick Famuyiwa', 'Malcolm Spellman', 'Wayne Conley']","[' (Brad Boyd)', ' (Lucia Ramirez)', ' (Miguel Ramirez)', ' (Angela)', ' (Marcus Boyd)', ' (Sonia Ramirez)', ' (Momma Cecilia)', ' (Isabella Ramirez)', ' (T.J.)']"
164,1h 43m,['Wagner de Assis'],[],"[' (André Luiz)', ' (Lisias)', ' (Eloisa)', ' (Narcisa)', ' (Tobias)', ' (Emmanuel)', ' (Ministro Clarêncio)', ' (Laura)', ' (Anacleto)']"
165,2h,['John H. Lee'],['Chung Tae-won'],"[' (Ku Kap-jo)', ' (Oh Jang-beom)', ' (Kang Seok-dae)', ' (Park Moo-rang)', ' (Yong-man)', ' (Nam-sik)', ' (Dal-young)', ' (Yong-bae)', ' (Hwa-ran)']"
166,1h 57m,['Shana Feste'],['Shana Feste'],"[' (Kelly Canter)', ' (Beau Hutton)', ' (James Canter)', ' (Chiles Stanton)', ' (Winnie)', ' (Hair Stylist)', ' (JJ)', ' (Joe)', "" (Travis' Mom)""]"
167,2h 25m,['Yukihiko Tsutsumi'],[],"[' (Ryusuke Minami)', ' (Yukio ""Koyuki"" Tanaka)', ' (Chiba)', ' (Saku)', ' (Taira)', ' (Maho Minami)', ' (Keichi Saito)', ' (Hiromi Masuoka)', ' (Eiji Kimura)']"
168,2h 6m,['Yoji Yamada'],[],"[' (Ginko Takano)', ' (Koharu Takano)', ' (Tetsurou Tanno)', ' (Toru Nagata)', ' (Shohei Tanno)', ' (Takano Kinuo)', ' (Chiaki Komiyama)', ' (Maruyama)', ' (Susumu Komiyama)']"
169,1h 59m,['Yukihiko Tsutsumi'],['Hisashi Kimura'],"[' (Naoko Yamada)', ' (Jiro Ueda)', ' (Kenzo Yabe)', ' (Shohei Nakamori)', ' (Satomi Yamada)', ' (Sonoko Sugi)', ' (Miyoko Takashina)']"
170,1h 51m,['Kim Yeong-tak'],[],"[' (Gang Sang-man)', ' (Jeong Yeon-su)', ' (Poppy Ghost)', ' (Chain-smoking Ghost)', ' (Crybaby Ghost)', ' (Elementary School Student Ghost)', ' (Jeong Joo-hwan)', ' (Young Sang-man)', ' (Neighbor Woman)']"
171,2h 9m,['Mike Leigh'],['Mike Leigh'],"[' (Mary)', ' (Gerri)', ' (Tom)', ' (Joe)', ' (Ronnie)', ' (Ken)', ' (Katie)', ' (Tanya)', ' (Jack)']"
172,1h 33m,"['Tony Chan', 'Shya Wing-Hong']",['Tony Chan'],"[' (Wah)', ' (Li Yan)', ' (Ah Wai)', ' (Wasabi)', ' (Ding Dong)', ' (Sushi Master)', ' (Xiao Fang)', ' (Xiao Qi)', ' (Leslie Guan)']"
173,1h 35m,['Rodrigo Cortés'],['Chris Sparling'],"[' (Paul Conroy)', ' (Jabir (voice))', ' (Dan Brenner (voice))', ' (Alan Davenport (voice))', ' (Linda Conroy (voice))', ' (Pamela Lutti (voice))', ' (Maryanne Conroy / Donna Mitchell / Rebecca Browning (voice))', ' (Special Agent Harris (voice))', ' (911 Operator (voice))']"
174,2h 4m,['Kim Dae-woo'],[],"[' (Bang-ja)', ' (Chun-hyang)', ' (Lee Mong-ryong)', ' (Hyang Dan-yi)', ' (Byeon Hak-do)', ' (Old Man Ma)', ' (Sunglasses (uncredited))', ' (Apprentice (uncredited))', ' (Jang Sa-chi)']"
175,2h 13m,['Trần Anh Hùng'],[],"[' (Toru Watanabe)', ' (Naoko)', ' (Midori)', ' (Reiko Ishida)', ' (Hatsumi)', ' (Nagasawa)', ' (Storm Trooper)', ' (Kizuki)', "" (Midori's Father)""]"
176,1h 36m,['Roberto Santucci'],[],"[' (Alice Segretto)', ' (Marcela)', ' (João Luiz Segretto)', ' (Marion)', ' (Sorriso)', ' (Rosa)', ' (Paulo Segretto ""Paulinho"")', ' (Carlos)', ' (Jorge)']"
177,2h 21m,['Takashi Miike'],"['Daisuke Tengan', 'Kaneo Ikegami']","[' (Shinzaemon Shimada)', ' (Shinrokuro Shimada)', ' (Koyata)', ' (Lord Naritsugu Matsudaira)', ' (Tsuya / Upashi)', ' (Kuranaga)', ' (Kuzuro Hirayama)', ' (Gunziro Mitsuhasi)', ' (Heizo Sahara)']"
178,2h 10m,['David Yates'],[],"[' (Harry Potter)', ' (Hermione Granger)', ' (Ron Weasley)', ' (Lord Voldemort)', ' (Severus Snape)', ' (Albus Dumbledore)', ' (Griphook / Filius Flitwick)', ' (Bellatrix Lestrange)', ' (Aberforth Dumbledore)']"
179,2h 34m,['Michael Bay'],['Ehren Kruger'],"[' (Sam Witwicky)', ' (Carly)', ' (Optimus Prime (voice))', ' (Sentinel Prime (voice))', ' (Simmons)', ' (Mearing)', ' (Lennox)', ' (Epps)', ' (Dylan)']"
180,2h 17m,['Rob Marshall'],[],"[' (Jack Sparrow)', ' (Angelica)', ' (Hector Barbossa)', "" (Edward 'Blackbeard' Teach)"", ' (Joshamee Gibbs)', ' (Philip)', ' (Syrena)', ' (Scrum)', ' (Captain Teague)']"
181,1h 57m,['Bill Condon'],[],"[' (Bella Swan)', ' (Edward Cullen)', ' (Jacob Black)', ' (Charlie Swan)', ' (Dr. Carlisle Cullen)', ' (Aro)', ' (Esme Cullen)', ' (Emmett Cullen)', ' (Rosalie Hale)']"
182,2h 13m,['Brad Bird'],"['André Nemec', 'Josh Appelbaum']","[' (Ethan Hunt)', ' (Jane)', ' (Benji)', ' (Brandt)', ' (Hendricks)', ' (Sidorov)', ' (Wistrom)', ' (Leonid Lisenker)', ' (Brij Nath)']"
183,1h 31m,['Jennifer Yuh Nelson'],"['Li Hong', 'Derek Drymon', 'Ed Gombert', 'Robert Koo', 'Radford Sechrist', 'Ryan Crego', 'Chen-Yi Chang', 'Simon Wells', 'Jonathan Aibel', 'Glenn Berger']","[' (Po (voice))', ' (Tigress (voice))', ' (Shifu (voice))', ' (Lord Shen (voice))', ' (Monkey (voice))', ' (Viper (voice))', ' (Mantis (voice))', ' (Crane (voice))', ' (The Soothsayer (voice))']"
184,2h 10m,['Justin Lin'],[],"[' (Dominic Toretto)', "" (Brian O'Conner)"", ' (Luke Hobbs)', ' (Mia Toretto)', ' (Roman Pearce)', ' (Tej Parker)', ' (Gisele Yashar)', ' (Han Lue)', ' (Vince)']"
185,1h 42m,['Todd Phillips'],[],"[' (Phil Wenneck)', ' (Stu Price)', ' (Alan Garner)', ' (Doug Billings)', ' (Mr. Chow)', ' (Kingsley)', ' (Mike Tyson)', ' (Sid Garner)', ' (Teddy)']"
186,1h 43m,['Raja Gosnell'],"['David N. Weiss', 'J. David Stem']","[' (Gargamel)', ' (Patrick Winslow)', ' (Grace Winslow)', ' (Papa Smurf (voice))', ' (Smurfette (voice))', ' (Clumsy Smurf (voice))', ' (Odile Anjelou)', ' (Henri)', ' (Azrael (voice))']"
187,1h 46m,['John Lasseter'],[],"[' (Mater (voice))', ' (Lightning McQueen (voice))', ' (Finn McMissile (voice))', ' (Holley Shiftwell (voice))', ' (Sir Miles Axlerod (voice))', ' (Francesco Bernoulli (voice))', ' (Brent Mustangburger (voice))', ' (Grem (voice))', ' (Professor Z (voice))']"
188,1h 30m,['Chris Miller'],"['Tom Wheeler', 'Brian Lynch', 'William Davies']","[' (Puss in Boots (voice))', ' (Kitty Softpaws (voice))', ' (Humpty Dumpty (voice))', ' (Jack (voice))', ' (Jill (voice))', ' (Imelda (voice))', ' (Andy Beanstalk (voice))', ' (Bounty Hunter (voice))', ' (Comandante / Hombre del bigote (voice))']"
189,2h 9m,['Guy Ritchie'],[],"[' (Sherlock Holmes)', ' (Dr. John Watson)', ' (Madam Simza Heron)', ' (Professor James Moriarty)', ' (Irene Adler)', ' (Inspector Lestrade)', ' (Mary Morstan)', ' (Mycroft Holmes)', ' (Colonel Sebastian Moran)']"
190,1h 36m,['Carlos Saldanha'],"['Carlos Saldanha', 'Todd Jones', 'Earl Richey Jones']","[' (Blu (voice))', ' (Jewel (voice))', ' (Linda (voice))', ' (Alice / Goose (voice))', ' (Pedro (voice))', ' (Rafael (voice))', ' (Chloe / Goose (voice))', ' (Nico (voice))', ' (Tulio (voice))']"
191,1h 45m,['Rupert Wyatt'],[],"[' (Caesar)', ' (Will Rodman)', ' (Caroline Aranha)', ' (Charles Rodman)', ' (John Landon)', ' (Dodge Landon)', ' (Robert Franklin)', ' (Maurice / Court Clerk)', ' (Rocket / Bright Eyes)']"
192,1h 55m,['Kenneth Branagh'],"['Mark Protosevich', 'J. Michael Straczynski']","[' (Thor)', ' (Jane Foster)', ' (Loki)', ' (Odin)', ' (Erik Selvig)', ' (Darcy Lewis)', ' (Agent Coulson)', ' (King Laufey)', ' (Heimdall)']"
193,1h 53m,"['Éric Toledano', 'Olivier Nakache']",[],"[' (Philippe)', ' (Driss)', ' (Pilote Parapente)', ' (Yvonne)', ' (Marcelle)', ' (Elisa)', ' (Magalie)', ' (Adama)', ' (Albert)']"
194,1h 47m,['Steven Spielberg'],[],"[' (Tintin (voice))', ' (Captain Haddock / Sir Francis Haddock (voice))', ' (Sakharine / Red Rackham (voice))', ' (Thomson (voice))', ' (Thompson (voice))', ' (Allan /  Pirate Flunky #1 (voice))', ' (Ben Salaad (voice))', ' (Silk (voice))', ' (Nestor / Mr. Crabtree (voice))']"
195,2h 4m,['Joe Johnston'],[],"[' (Captain America / Steve Rogers)', ' (Peggy Carter)', "" (James Buchanan 'Bucky' Barnes)"", ' (Colonel Chester Phillips)', ' (Johann Schmidt / Red Skull)', ' (Howard Stark)', ' (Heinz Kruger)', ' (Dr. Abraham Erskine)', ' (Nick Fury)']"
196,2h 12m,['Matthew Vaughn'],"['Bryan Singer', 'Sheldon Turner']","[' (Charles Xavier)', ' (Erik Lehnsherr)', ' (Raven / Mystique)', ' (Moira MacTaggert)', ' (Sebastian Shaw)', ' (Emma Frost)', ' (Hank / Beast)', ' (Alex Summers / Havok)', ' (Angel Salvadore)']"
197,1h 27m,"['Mike Mitchell', 'Clara Blyth']","['Jonathan Aibel', 'Glenn Berger']","[' (Dave)', ' (Ian)', ' (Zoe)', ' (Alvin (voice))', ' (Simon (voice))', ' (Theodore (voice))', ' (Eleanor (voice))', ' (Jeanette (voice))', ' (Brittany (voice))']"
198,2h 7m,['Shawn Levy'],"['Jeremy Leven', 'Dan Gilroy']","[' (Charlie Kenton)', ' (Max Kenton)', ' (Bailey Tallet)', ' (Ricky)', ' (Finn)', ' (Aunt Debra)', ' (Marvin)', ' (Tak Mashido)', ' (Big Sister)']"
